Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Can_Gio,2024,3,11,29.4,63,0,10.5
Can_Gio,2024,3,12,29.5,66,0,9.7
Can_Gio,2024,3,13,29.3,67,0,8.1
Can_Gio,2024,3,14,28.8,73,0,9.4
Can_Gio,2024,3,15,28.6,70,0,10.1
Can_Gio,2024,3,16,28.8,72,0,10.3
Can_Gio,2024,3,17,29,68,0,8.7
Can_Gio,2024,3,18,28.6,70,0,9.9
Can_Gio,2024,3,19,29.1,66,0,10.1
Can_Gio,2024,3,20,28.7,66,0,9.5
Can_Gio,2024,3,21,28.9,68,0,8.8
Can_Gio,2024,3,22,29.2,66,0,10.3
Can_Gio,2024,3,23,28.7,74,0,8.5
Can_Gio,2024,3,24,29.1,75,0,10.3
Can_Gio,2024,3,25,29.2,76,0,10.4
Can_Gio,2024,3,26,30.1,70,0,10.5
Can_Gio,2024,3,27,30.5,64,0,10
Can_Gio,2024,3,28,29.4,74,0,4.6
Can_Gio,2024,3,29,29.2,76,0,7.2
Can_Gio,2024,3,30,29.9,74,0,10.5
Can_Gio,2024,3,31,29.8,77,0,6.5
Can_Gio,2024,4,1,29.8,78,0,6
Can_Gio,2024,4,2,29.9,75,0,7.2
Can_Gio,2024,4,3,29.7,76,0,7.5
Can_Gio,2024,4,4,29.8,76,0,8.3
Can_Gio,2024,4,5,29.9,76,0,5.8
Can_Gio,2024,4,6,29.8,69,0,9.7
Can_Gio,2024,4,7,29.5,77,0,9.1
Can_Gio,2024,4,8,30,74,0,9.8
Can_Gio,2024,4,9,30.7,72,0,10.7
Can_Gio,2024,4,10,30.6,65,0,9.7
Can_Gio,2024,4,11,30.4,64,0,10.6
Can_Gio,2024,4,12,30.9,66,0,9
Can_Gio,2024,4,13,30.4,72,0,8.5
Can_Gio,2024,4,14,29.7,74,0,9
Can_Gio,2024,4,15,30,76,0,10.8
Can_Gio,2024,4,16,30.6,75,0,11
Can_Gio,2024,4,17,30.3,73,0,9.7
Can_Gio,2024,4,18,30.1,72,0,10.3
Can_Gio,2024,4,19,30.2,74,0,9.9
Can_Gio,2024,4,20,30.2,71,0,10.2
Can_Gio,2024,4,21,30.5,69,0,10.2
Can_Gio,2024,4,22,30.3,73,0,9.5
Can_Gio,2024,4,23,30.4,71,0,9.6
Can_Gio,2024,4,24,30.6,75,0,9.6
Can_Gio,2024,4,25,31.5,73,0.2,11.3
Can_Gio,2024,4,26,31.3,74,0,10.1
Can_Gio,2024,4,27,31.5,73,0,11.3
Can_Gio,2024,4,28,31.4,74,0,9.9
Can_Gio,2024,4,29,31.4,74,0,10.3
Can_Gio,2024,4,30,31.1,75,0,7.4
Can_Gio,2024,5,1,32,73,0,9.8
Can_Gio,2024,5,2,32.1,70,0,9.5
Can_Gio,2024,5,3,31.9,72,0,9.7
Can_Gio,2024,5,4,31.3,70,0,4.8
Can_Gio,2024,5,5,30.3,76,0,3.7
Can_Gio,2024,5,6,30.7,74,0,10.3
Can_Gio,2024,5,7,31,74,0,8.7
Can_Gio,2024,5,8,30.9,74,0,8
Can_Gio,2024,5,9,31.7,70,0.1,9.6
Can_Gio,2024,5,10,31.8,70,0,10.8
Can_Gio,2024,5,11,31.8,70,5.8,6.4
Can_Gio,2024,5,12,31.4,75,0,7
Can_Gio,2024,5,13,31.8,72,0,9.8
Can_Gio,2024,5,14,31.4,71,0,5.2
Can_Gio,2024,5,15,30.3,75,0.6,5.7
Can_Gio,2024,5,16,30.1,78,0,5.4
Can_Gio,2024,5,17,30.3,78,0.5,4.4
Can_Gio,2024,5,18,31,74,0,8.6
Can_Gio,2024,5,19,31.5,73,0,5.8
Can_Gio,2024,5,20,30.3,76,28.7,5.2
Can_Gio,2024,5,21,28,83,44.1,3.6
Can_Gio,2024,5,22,30.2,77,2.2,6.9
Can_Gio,2024,5,23,29.4,84,0,0.9
Can_Gio,2024,5,24,30.3,80,0,8.2
Can_Gio,2024,5,25,31.7,75,0,11.6
Can_Gio,2024,5,26,30.8,76,0,7
Can_Gio,2024,5,27,29.8,82,14,7.1
Can_Gio,2024,5,28,28.5,86,0,0
Can_Gio,2024,5,29,30.2,77,0,5.2
Can_Gio,2024,5,30,29.3,83,33.2,2
Can_Gio,2024,5,31,28.6,84,33.2,1.8
Can_Gio,2024,6,1,28.8,81,0,8
Can_Gio,2024,6,2,30,78,0,7
Can_Gio,2024,6,3,31.6,70,0,10.2
Can_Gio,2024,6,4,31.3,72,0,10.6
